bedrooms,bathrooms,toilets,parking_space,title,town,state,price,lat,lon,town_state
6,5,5,4,Detached Duplex,Mabushi,Abuja,450000000.0,9.083767,7.44939,"Mabushi, Abuja"
4,5,5,4,Terraced Duplexes,Katampe,Abuja,800000000.0,9.102851,7.461718,"Katampe, Abuja"
3,4,5,4,Terraced Duplexes,Lokogoma District,Abuja,25000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
3,3,4,4,Detached Bungalow,Lokogoma District,Abuja,37000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
5,6,7,6,Detached Duplex,Katampe,Abuja,160000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,6,6,Detached Duplex,Kaura,Abuja,150000000.0,9.003157,7.445613,"Kaura, Abuja"
4,4,5,8,Detached Duplex,Galadimawa,Abuja,70000000.0,8.992227,7.424376,"Galadimawa, Abuja"
6,6,7,8,Detached Duplex,Gwarinpa,Abuja,130000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Semi Detached Duplex,Gwarinpa,Abuja,75000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,5,5,4,Detached Bungalow,Katampe,Abuja,130000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,6,1,Detached Duplex,Gwarinpa,Abuja,300000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,1,Semi Detached Duplex,Galadimawa,Abuja,50000000.0,8.992227,7.424376,"Galadimawa, Abuja"
3,4,4,6,Detached Duplex,Lugbe District,Abuja,30000000.0,8.964455,7.382618,"Lugbe District, Abuja"
4,5,6,4,Terraced Duplexes,Katampe,Abuja,131000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,6,2,Terraced Duplexes,Kaura,Abuja,70000000.0,9.003157,7.445613,"Kaura, Abuja"
4,5,5,4,Terraced Duplexes,Jahi,Abuja,75000000.0,9.109621,7.438754,"Jahi, Abuja"
4,5,5,4,Detached Duplex,Orozo,Abuja,52500000.0,8.9001,7.5728,"Orozo, Abuja"
5,6,8,1,Detached Duplex,Guzape District,Abuja,280000000.0,9.011248,7.507273,"Guzape District, Abuja"
3,3,4,4,Block of Flats,Idu Industrial,Abuja,135000000.0,9.032499,7.389477,"Idu Industrial, Abuja"
4,4,5,4,Detached Duplex,Gwarinpa,Abuja,80000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
2,5,5,4,Semi Detached Bungalow,Galadimawa,Abuja,30000000.0,8.992227,7.424376,"Galadimawa, Abuja"
5,5,6,4,Detached Duplex,Katampe,Abuja,150000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,3,6,Detached Duplex,Utako,Abuja,250000000.0,9.06911,7.44353,"Utako, Abuja"
6,6,7,1,Detached Duplex,Guzape District,Abuja,300000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,3,3,4,Terraced Duplexes,Guzape District,Abuja,49900000.0,9.011248,7.507273,"Guzape District, Abuja"
4,4,4,2,Semi Detached Duplex,Kuje,Abuja,13000000.0,8.879631,7.227202,"Kuje, Abuja"
4,4,5,3,Terraced Duplexes,Jahi,Abuja,65000000.0,9.109621,7.438754,"Jahi, Abuja"
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,150000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,60000000.0,9.067538,7.404183,"Life Camp, Abuja"
4,4,5,4,Terraced Duplexes,Dape,Abuja,45000000.0,9.177245,7.572778,"Dape, Abuja"
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,65000000.0,9.011248,7.507273,"Guzape District, Abuja"
5,5,6,8,Detached Duplex,Lokogoma District,Abuja,120000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,4,4,4,Detached Bungalow,Lokogoma District,Abuja,30000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
5,5,6,4,Terraced Duplexes,Gaduwa,Abuja,38000000.0,8.997222,7.4675,"Gaduwa, Abuja"
2,5,5,4,Detached Bungalow,Idu Industrial,Abuja,10000000.0,9.032499,7.389477,"Idu Industrial, Abuja"
4,5,5,4,Detached Duplex,Guzape District,Abuja,180000000.0,9.011248,7.507273,"Guzape District, Abuja"
5,5,6,8,Detached Duplex,Dakwo,Abuja,80000000.0,8.961023,7.440529,"Dakwo, Abuja"
5,5,6,1,Detached Duplex,Asokoro District,Abuja,150000000.0,9.042346,7.519686,"Asokoro District, Abuja"
3,5,5,4,Detached Bungalow,Lokogoma District,Abuja,40000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,5,5,4,Terraced Duplexes,Utako,Abuja,80000000.0,9.06911,7.44353,"Utako, Abuja"
4,5,5,4,Terraced Duplexes,Lugbe District,Abuja,50000000.0,8.964455,7.382618,"Lugbe District, Abuja"
2,2,3,3,Block of Flats,Jahi,Abuja,22000000.0,9.109621,7.438754,"Jahi, Abuja"
3,3,4,4,Terraced Duplexes,Katampe,Abuja,75000000.0,9.102851,7.461718,"Katampe, Abuja"
4,4,5,2,Terraced Duplexes,Life Camp,Abuja,60000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,7,7,4,Detached Duplex,Wuye,Abuja,165000000.0,9.085215,7.495284,"Wuye, Abuja"
5,5,5,4,Detached Duplex,Kubwa,Abuja,60900000.0,9.152675,7.341078,"Kubwa, Abuja"
4,5,5,4,Terraced Duplexes,Lugbe District,Abuja,32000000.0,8.964455,7.382618,"Lugbe District, Abuja"
5,5,6,4,Detached Duplex,Guzape District,Abuja,180000000.0,9.011248,7.507273,"Guzape District, Abuja"
5,6,6,4,Detached Duplex,Katampe,Abuja,420000000.0,9.102851,7.461718,"Katampe, Abuja"
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,75000000.0,9.067538,7.404183,"Life Camp, Abuja"
3,4,5,4,Block of Flats,Wuye,Abuja,250000000.0,9.085215,7.495284,"Wuye, Abuja"
5,6,6,4,Detached Duplex,Life Camp,Abuja,35000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,4,5,4,Detached Duplex,Gwarinpa,Abuja,140000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
3,3,4,4,Detached Bungalow,Gwarinpa,Abuja,70000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
3,6,4,6,Detached Bungalow,Lokogoma District,Abuja,50000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,4,5,5,Semi Detached Duplex,Katampe,Abuja,160000000.0,9.102851,7.461718,"Katampe, Abuja"
3,5,5,4,Detached Duplex,Gwarinpa,Abuja,80000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,6,6,7,Detached Duplex,Apo,Abuja,85000000.0,9.019972,7.478024,"Apo, Abuja"
4,4,5,4,Terraced Duplexes,Galadimawa,Abuja,43000000.0,8.992227,7.424376,"Galadimawa, Abuja"
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,45000000.0,9.067538,7.404183,"Life Camp, Abuja"
3,4,4,4,Detached Bungalow,Galadimawa,Abuja,15500000.0,8.992227,7.424376,"Galadimawa, Abuja"
4,6,6,4,Semi Detached Duplex,Wuse 2,Abuja,170000000.0,9.078749,7.470186,"Wuse 2, Abuja"
4,4,5,4,Detached Duplex,Asokoro District,Abuja,450000000.0,9.042346,7.519686,"Asokoro District, Abuja"
4,5,5,4,Terraced Duplexes,Wuse 2,Abuja,190000000.0,9.078749,7.470186,"Wuse 2, Abuja"
5,5,5,4,Detached Duplex,Durumi,Abuja,130000000.0,9.022263,7.46707,"Durumi, Abuja"
5,5,6,1,Detached Duplex,Gwarinpa,Abuja,85000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,4,Terraced Duplexes,Mabushi,Abuja,75000000.0,9.083767,7.44939,"Mabushi, Abuja"
2,3,3,2,Detached Bungalow,Life Camp,Abuja,25000000.0,9.067538,7.404183,"Life Camp, Abuja"
3,3,4,4,Terraced Duplexes,Lokogoma District,Abuja,35000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
1,1,1,1,Semi Detached Duplex,Katampe,Abuja,200000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,6,4,Detached Duplex,Katampe,Abuja,900000000.0,9.102851,7.461718,"Katampe, Abuja"
4,4,5,4,Detached Duplex,Guzape District,Abuja,450000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,6,6,9,Terraced Duplexes,Guzape District,Abuja,130000000.0,9.011248,7.507273,"Guzape District, Abuja"
8,1,1,4,Detached Duplex,Asokoro District,Abuja,750000000.0,9.042346,7.519686,"Asokoro District, Abuja"
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,35000000.0,9.067538,7.404183,"Life Camp, Abuja"
4,4,5,4,Terraced Duplexes,Wuse 2,Abuja,200000000.0,9.078749,7.470186,"Wuse 2, Abuja"
4,5,5,5,Detached Duplex,Katampe,Abuja,145000000.0,9.102851,7.461718,"Katampe, Abuja"
9,9,9,6,Detached Duplex,Maitama District,Abuja,700000000.0,9.090099,7.490805,"Maitama District, Abuja"
3,4,4,4,Block of Flats,Life Camp,Abuja,35000000.0,9.067538,7.404183,"Life Camp, Abuja"
4,4,5,7,Detached Duplex,Lugbe District,Abuja,75000000.0,8.964455,7.382618,"Lugbe District, Abuja"
4,3,4,4,Terraced Duplexes,Wuse 2,Abuja,195000000.0,9.078749,7.470186,"Wuse 2, Abuja"
1,1,2,4,Detached Duplex,Asokoro District,Abuja,1500000000.0,9.042346,7.519686,"Asokoro District, Abuja"
4,5,5,5,Terraced Duplexes,Guzape District,Abuja,70000000.0,9.011248,7.507273,"Guzape District, Abuja"
3,4,5,6,Detached Duplex,Kubwa,Abuja,16000000.0,9.152675,7.341078,"Kubwa, Abuja"
4,7,7,4,Detached Duplex,Maitama District,Abuja,750000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,4,4,3,Terraced Duplexes,Karsana,Abuja,35000000.0,9.105773,7.36381,"Karsana, Abuja"
3,4,4,4,Block of Flats,Wuye,Abuja,35000000.0,9.085215,7.495284,"Wuye, Abuja"
4,5,5,4,Terraced Duplexes,Wuse,Abuja,140000000.0,9.062045,7.466555,"Wuse, Abuja"
4,4,5,3,Semi Detached Duplex,Life Camp,Abuja,45000000.0,9.067538,7.404183,"Life Camp, Abuja"
4,5,5,5,Detached Bungalow,Lugbe District,Abuja,35000000.0,8.964455,7.382618,"Lugbe District, Abuja"
4,4,5,4,Semi Detached Bungalow,Kurudu,Abuja,18000000.0,9.280418,7.36246,"Kurudu, Abuja"
3,4,4,1,Detached Bungalow,Gwarinpa,Abuja,60000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
7,8,8,1,Detached Duplex,Gwarinpa,Abuja,200000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,2,Terraced Duplexes,Karmo,Abuja,45000000.0,9.050306,7.376389,"Karmo, Abuja"
4,5,6,3,Terraced Duplexes,Wuye,Abuja,57000000.0,9.085215,7.495284,"Wuye, Abuja"
4,5,5,1,Terraced Duplexes,Guzape District,Abuja,120000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,35000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,6,6,2,Terraced Duplexes,Guzape District,Abuja,70000000.0,9.011248,7.507273,"Guzape District, Abuja"
8,1,1,7,Detached Duplex,Maitama District,Abuja,850000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,6,5,1,Terraced Duplexes,Jahi,Abuja,65000000.0,9.109621,7.438754,"Jahi, Abuja"
9,9,1,1,Detached Duplex,Maitama District,Abuja,700000000.0,9.090099,7.490805,"Maitama District, Abuja"
6,6,7,6,Detached Duplex,Maitama District,Abuja,600000000.0,9.090099,7.490805,"Maitama District, Abuja"
2,3,3,4,Detached Bungalow,Lokogoma District,Abuja,25000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
6,6,7,4,Detached Duplex,Katampe,Abuja,280000000.0,9.102851,7.461718,"Katampe, Abuja"
6,5,5,4,Detached Duplex,Galadimawa,Abuja,120000000.0,8.992227,7.424376,"Galadimawa, Abuja"
2,2,3,2,Block of Flats,Jahi,Abuja,28000000.0,9.109621,7.438754,"Jahi, Abuja"
4,5,5,4,Detached Bungalow,Galadimawa,Abuja,63000000.0,8.992227,7.424376,"Galadimawa, Abuja"
4,5,6,4,Terraced Duplexes,Guzape District,Abuja,77000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,90000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,6,Terraced Duplexes,Mabushi,Abuja,65000000.0,9.083767,7.44939,"Mabushi, Abuja"
2,3,3,2,Terraced Duplexes,Kuje,Abuja,12000000.0,8.879631,7.227202,"Kuje, Abuja"
4,5,6,4,Semi Detached Duplex,Maitama District,Abuja,181198248.0,9.090099,7.490805,"Maitama District, Abuja"
4,4,5,3,Terraced Duplexes,Wuse 2,Abuja,190000000.0,9.078749,7.470186,"Wuse 2, Abuja"
4,6,6,8,Detached Duplex,Life Camp,Abuja,85000000.0,9.067538,7.404183,"Life Camp, Abuja"
7,8,8,4,Detached Duplex,Gwarinpa,Abuja,370000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,5,Detached Bungalow,Apo,Abuja,37000000.0,9.019972,7.478024,"Apo, Abuja"
3,4,4,5,Block of Flats,Gaduwa,Abuja,55000000.0,8.997222,7.4675,"Gaduwa, Abuja"
4,5,5,4,Terraced Duplexes,Karmo,Abuja,45000000.0,9.050306,7.376389,"Karmo, Abuja"
4,5,5,3,Terraced Duplexes,Gwarinpa,Abuja,85000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
3,3,4,7,Detached Bungalow,Lokogoma District,Abuja,28000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,4,5,1,Detached Duplex,Apo,Abuja,65000000.0,9.019972,7.478024,"Apo, Abuja"
3,3,4,4,Detached Duplex,Maitama District,Abuja,650000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,5,5,6,Semi Detached Duplex,Apo,Abuja,65000000.0,9.019972,7.478024,"Apo, Abuja"
4,4,5,3,Terraced Duplexes,Katampe,Abuja,100000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,6,8,Detached Duplex,Gwarinpa,Abuja,150000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,4,Detached Duplex,Lokogoma District,Abuja,63000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,5,5,4,Semi Detached Duplex,Life Camp,Abuja,140000000.0,9.067538,7.404183,"Life Camp, Abuja"
4,4,5,4,Semi Detached Duplex,Kubwa,Abuja,36500000.0,9.152675,7.341078,"Kubwa, Abuja"
1,2,2,1,Block of Flats,Gudu,Abuja,190000000.0,9.008361,7.477578,"Gudu, Abuja"
4,4,4,2,Terraced Duplexes,Karmo,Abuja,65000000.0,9.050306,7.376389,"Karmo, Abuja"
5,8,8,8,Detached Duplex,Maitama District,Abuja,600000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,85000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,4,5,4,Semi Detached Duplex,Gwarinpa,Abuja,200000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,4,Detached Duplex,Gwarinpa,Abuja,75000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,5,6,6,Detached Duplex,Kukwaba,Abuja,120000000.0,9.036408,7.449756,"Kukwaba, Abuja"
5,5,6,4,Detached Duplex,Asokoro District,Abuja,500000000.0,9.042346,7.519686,"Asokoro District, Abuja"
5,5,6,8,Semi Detached Duplex,Jahi,Abuja,210000000.0,9.109621,7.438754,"Jahi, Abuja"
5,5,6,5,Detached Duplex,Katampe,Abuja,180000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,6,6,Detached Duplex,Guzape District,Abuja,299999999.0,9.011248,7.507273,"Guzape District, Abuja"
4,4,5,2,Terraced Duplexes,Life Camp,Abuja,60000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,5,6,6,Detached Duplex,Gwarinpa,Abuja,80000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,4,Semi Detached Duplex,Gwarinpa,Abuja,160000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,6,6,4,Detached Duplex,Katampe,Abuja,130000000.0,9.102851,7.461718,"Katampe, Abuja"
4,5,5,4,Semi Detached Duplex,Mbora (Nbora),Abuja,36000000.0,9.051923,7.395078,"Mbora (Nbora), Abuja"
3,3,4,4,Detached Bungalow,Lugbe District,Abuja,18000000.0,8.964455,7.382618,"Lugbe District, Abuja"
3,5,5,4,Block of Flats,Durumi,Abuja,300000000.0,9.022263,7.46707,"Durumi, Abuja"
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,120000000.0,9.011248,7.507273,"Guzape District, Abuja"
3,3,4,4,Semi Detached Bungalow,Dakwo,Abuja,30000000.0,8.961023,7.440529,"Dakwo, Abuja"
5,5,6,4,Semi Detached Duplex,Guzape District,Abuja,70000000.0,9.011248,7.507273,"Guzape District, Abuja"
7,6,7,1,Detached Duplex,Asokoro District,Abuja,500000000.0,9.042346,7.519686,"Asokoro District, Abuja"
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,100000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,3,Terraced Duplexes,Jabi,Abuja,150000000.0,9.064106,7.42294,"Jabi, Abuja"
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,70000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,6,6,4,Detached Duplex,Gwarinpa,Abuja,160000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,4,Detached Duplex,Lokogoma District,Abuja,45000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,95000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,4,5,4,Terraced Duplexes,Wuye,Abuja,100000000.0,9.085215,7.495284,"Wuye, Abuja"
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,75000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,5,6,3,Detached Duplex,Gwarinpa,Abuja,140000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
8,8,9,8,Detached Duplex,Maitama District,Abuja,1400000000.0,9.090099,7.490805,"Maitama District, Abuja"
5,5,5,4,Block of Flats,Life Camp,Abuja,4000000000.0,9.067538,7.404183,"Life Camp, Abuja"
6,5,5,4,Detached Bungalow,Guzape District,Abuja,350000000.0,9.011248,7.507273,"Guzape District, Abuja"
5,6,6,5,Detached Duplex,Wuye,Abuja,170000000.0,9.085215,7.495284,"Wuye, Abuja"
4,5,6,4,Terraced Duplexes,Jahi,Abuja,90000000.0,9.109621,7.438754,"Jahi, Abuja"
4,5,5,4,Block of Flats,Wuse,Abuja,350000000.0,9.062045,7.466555,"Wuse, Abuja"
4,5,6,6,Detached Duplex,Galadimawa,Abuja,45000000.0,8.992227,7.424376,"Galadimawa, Abuja"
5,5,5,4,Detached Duplex,Katampe,Abuja,220000000.0,9.102851,7.461718,"Katampe, Abuja"
3,5,5,4,Block of Flats,Life Camp,Abuja,21000000.0,9.067538,7.404183,"Life Camp, Abuja"
3,3,4,3,Block of Flats,Jahi,Abuja,32000000.0,9.109621,7.438754,"Jahi, Abuja"
3,3,4,4,Semi Detached Duplex,Jabi,Abuja,35000000.0,9.064106,7.42294,"Jabi, Abuja"
3,3,4,4,Terraced Duplexes,Wuye,Abuja,50000000.0,9.085215,7.495284,"Wuye, Abuja"
4,3,4,4,Detached Bungalow,Kubwa,Abuja,32000000.0,9.152675,7.341078,"Kubwa, Abuja"
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,110000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,150000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,30000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
5,5,6,2,Detached Duplex,Maitama District,Abuja,500000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,3,4,2,Terraced Duplexes,Wuye,Abuja,60000000.0,9.085215,7.495284,"Wuye, Abuja"
4,5,5,4,Detached Duplex,Life Camp,Abuja,150000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,5,6,1,Detached Duplex,Katampe,Abuja,420000000.0,9.102851,7.461718,"Katampe, Abuja"
6,6,7,1,Detached Duplex,Katampe,Abuja,280000000.0,9.102851,7.461718,"Katampe, Abuja"
4,4,5,3,Terraced Duplexes,Jahi,Abuja,65000000.0,9.109621,7.438754,"Jahi, Abuja"
4,5,5,4,Terraced Duplexes,Asokoro District,Abuja,75000000.0,9.042346,7.519686,"Asokoro District, Abuja"
3,4,5,3,Detached Bungalow,Lokogoma District,Abuja,25000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,5,5,5,Terraced Duplexes,Life Camp,Abuja,45000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,5,6,6,Detached Duplex,Wuye,Abuja,170000000.0,9.085215,7.495284,"Wuye, Abuja"
5,5,5,4,Detached Duplex,Wuse 2,Abuja,420000000.0,9.078749,7.470186,"Wuse 2, Abuja"
5,5,6,4,Detached Duplex,Garki,Abuja,300000000.0,9.031896,7.482812,"Garki, Abuja"
3,4,4,5,Block of Flats,Garki,Abuja,450000000.0,9.031896,7.482812,"Garki, Abuja"
5,5,5,4,Detached Duplex,Galadimawa,Abuja,180000000.0,8.992227,7.424376,"Galadimawa, Abuja"
4,4,5,4,Semi Detached Duplex,Asokoro District,Abuja,600000000.0,9.042346,7.519686,"Asokoro District, Abuja"
5,5,6,4,Detached Duplex,Galadimawa,Abuja,35000000.0,8.992227,7.424376,"Galadimawa, Abuja"
4,4,5,4,Terraced Duplexes,Katampe,Abuja,120000000.0,9.102851,7.461718,"Katampe, Abuja"
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,120000000.0,9.011248,7.507273,"Guzape District, Abuja"
6,6,7,1,Detached Duplex,Guzape District,Abuja,350000000.0,9.011248,7.507273,"Guzape District, Abuja"
5,6,6,2,Terraced Duplexes,Gwarinpa,Abuja,60000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
2,3,3,4,Terraced Duplexes,Gwarinpa,Abuja,65000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,6,6,6,Detached Duplex,Gwarinpa,Abuja,120000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,5,5,4,Semi Detached Duplex,Life Camp,Abuja,112500000.0,9.067538,7.404183,"Life Camp, Abuja"
4,4,4,3,Detached Duplex,Life Camp,Abuja,60000000.0,9.067538,7.404183,"Life Camp, Abuja"
3,3,3,6,Detached Bungalow,Apo,Abuja,45000000.0,9.019972,7.478024,"Apo, Abuja"
5,6,6,4,Detached Duplex,Kaura,Abuja,130000000.0,9.003157,7.445613,"Kaura, Abuja"
4,4,5,4,Terraced Duplexes,Jabi,Abuja,160000000.0,9.064106,7.42294,"Jabi, Abuja"
4,5,5,4,Semi Detached Duplex,Mabushi,Abuja,80000000.0,9.083767,7.44939,"Mabushi, Abuja"
4,4,5,3,Terraced Duplexes,Gwarinpa,Abuja,55000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
1,5,5,4,Semi Detached Bungalow,Kubwa,Abuja,45000000.0,9.152675,7.341078,"Kubwa, Abuja"
4,5,5,4,Detached Bungalow,Gwarinpa,Abuja,45000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,5,Detached Duplex,Lokogoma District,Abuja,55000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,75000000.0,9.011248,7.507273,"Guzape District, Abuja"
3,5,6,1,Detached Bungalow,Kurudu,Abuja,25000000.0,9.280418,7.36246,"Kurudu, Abuja"
7,7,8,4,Detached Duplex,Wuye,Abuja,150000000.0,9.085215,7.495284,"Wuye, Abuja"
4,6,5,1,Terraced Duplexes,Wuse 2,Abuja,200000000.0,9.078749,7.470186,"Wuse 2, Abuja"
5,5,6,6,Detached Duplex,Gwarinpa,Abuja,300000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,3,Terraced Duplexes,Wuye,Abuja,75000000.0,9.085215,7.495284,"Wuye, Abuja"
4,5,5,8,Detached Duplex,Durumi,Abuja,130000000.0,9.022263,7.46707,"Durumi, Abuja"
4,4,5,4,Detached Duplex,Durumi,Abuja,170000000.0,9.022263,7.46707,"Durumi, Abuja"
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,50000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Detached Duplex,Life Camp,Abuja,89500000.0,9.067538,7.404183,"Life Camp, Abuja"
1,5,5,4,Block of Flats,Garki,Abuja,15000000.0,9.031896,7.482812,"Garki, Abuja"
4,8,5,6,Detached Duplex,Lokogoma District,Abuja,83000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
6,6,7,1,Detached Duplex,Galadimawa,Abuja,120000000.0,8.992227,7.424376,"Galadimawa, Abuja"
4,4,5,8,Detached Duplex,Gwarinpa,Abuja,150000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,55000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,5,5,6,Detached Duplex,Gwarinpa,Abuja,78500000.0,9.109821,7.392965,"Gwarinpa, Abuja"
3,4,4,4,Terraced Duplexes,Apo,Abuja,55000000.0,9.019972,7.478024,"Apo, Abuja"
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,80000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,5,6,4,Semi Detached Duplex,Apo,Abuja,100000000.0,9.019972,7.478024,"Apo, Abuja"
5,6,6,1,Detached Duplex,Gwarinpa,Abuja,150000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,1,Terraced Duplexes,Asokoro District,Abuja,600000000.0,9.042346,7.519686,"Asokoro District, Abuja"
6,5,5,4,Detached Duplex,Asokoro District,Abuja,250000000.0,9.042346,7.519686,"Asokoro District, Abuja"
9,1,1,4,Detached Duplex,Maitama District,Abuja,900000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,5,5,4,Detached Bungalow,Apo,Abuja,48000000.0,9.019972,7.478024,"Apo, Abuja"
4,5,5,4,Semi Detached Duplex,Jabi,Abuja,42000000.0,9.064106,7.42294,"Jabi, Abuja"
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,50000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,5,6,4,Terraced Duplexes,Karmo,Abuja,55000000.0,9.050306,7.376389,"Karmo, Abuja"
4,5,6,4,Terraced Duplexes,Maitama District,Abuja,200000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,4,5,4,Terraced Duplexes,Jahi,Abuja,70000000.0,9.109621,7.438754,"Jahi, Abuja"
4,4,5,4,Terraced Duplexes,Wuye,Abuja,55000000.0,9.085215,7.495284,"Wuye, Abuja"
4,5,5,5,Terraced Duplexes,Guzape District,Abuja,55000000.0,9.011248,7.507273,"Guzape District, Abuja"
6,9,9,1,Detached Duplex,Guzape District,Abuja,280000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,4,5,4,Semi Detached Duplex,Lugbe District,Abuja,55000000.0,8.964455,7.382618,"Lugbe District, Abuja"
6,7,7,5,Detached Duplex,Gwarinpa,Abuja,200000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,125000000.0,9.011248,7.507273,"Guzape District, Abuja"
